"","method","nsnp","b","se","pval","exp","run","mode"
"48733","Simple mode",21,0.393288840160529,0.0556055630608811,7.39965375469622e-07,1,88,"D"
"58733","Weighted mode",21,0.26225251111781,0.0144177151925603,6.55387826564129e-14,1,88,"D"
"exposure18733","mvmr",50,0.375756836587785,0.0186790289227794,9.41728850202686e-27,1,88,"D"
"exposure28733","mvmr",50,0.973259314083265,0.212707333409154,2.82145035093886e-05,2,88,"D"
"18833","MR Egger",15,0.21327421338087,0.204771128194877,0.316615157782735,1,89,"D"
"28833","Weighted median",15,0.368189956306114,0.0320583786220875,1.56965044969044e-30,1,89,"D"
"38833","Inverse variance weighted",15,0.381081015521301,0.0209413266024286,5.39597578608427e-74,1,89,"D"
"48833","Simple mode",15,0.357488477916068,0.049819023883054,4.7406681765339e-06,1,89,"D"
"58833","Weighted mode",15,0.355678460325637,0.0486571559806977,3.85039351140976e-06,1,89,"D"
"exposure18833","mvmr",50,0.38634575141541,0.0214611907322401,1.76182456982866e-24,1,89,"D"
"exposure28833","mvmr",50,1.34232149350289,0.14268728296722,5.67801603607802e-13,2,89,"D"
"18933","MR Egger",18,0.107029118229667,0.0335617577710801,0.0057078843157986,1,90,"D"
"28933","Weighted median",18,0.266981460639991,0.0328533959489307,4.42047816569116e-16,1,90,"D"
"38933","Inverse variance weighted",18,0.326489653928563,0.0359438920627149,1.05318352021441e-19,1,90,"D"
"48933","Simple mode",18,0.405541655709914,0.0703113870163457,2.27401321472189e-05,1,90,"D"
"58933","Weighted mode",18,0.158247349873986,0.0357719904574666,0.000371732468582509,1,90,"D"
"exposure18933","mvmr",50,0.386970366818355,0.0180824463051594,4.80793854567649e-28,1,90,"D"
"exposure28933","mvmr",50,1.33700051650026,0.20792590135919,3.45833635407229e-08,2,90,"D"
"19033","MR Egger",20,-0.0144986545699549,0.0794151944260729,0.857177659609156,1,91,"D"
"29033","Weighted median",20,0.346908466387349,0.0227451610226281,1.59744994896364e-52,1,91,"D"
"39033","Inverse variance weighted",20,0.355352773180459,0.0232683084385657,1.1757745501741e-52,1,91,"D"
"49033","Simple mode",20,0.3328468346368,0.0358271743853195,1.69935027319474e-08,1,91,"D"
"59033","Weighted mode",20,0.337530326017352,0.0318616982507932,2.06248970156865e-09,1,91,"D"
"exposure19033","mvmr",50,0.375827390158145,0.0161289880895948,7.54730784059098e-30,1,91,"D"
"exposure29033","mvmr",50,0.723969036493258,0.200034671925274,0.000651880517621751,2,91,"D"
"19153","MR Egger",18,0.477457234777586,0.0272756710001598,7.3871326430484e-12,1,92,"D"
"29153","Weighted median",18,0.419119688468127,0.0267084595784779,1.70500327417863e-55,1,92,"D"
"39153","Inverse variance weighted",18,0.431926801911562,0.0158192117696252,3.80851168393441e-164,1,92,"D"
"49153","Simple mode",18,0.398048219913252,0.0533480477232635,9.3038701820865e-07,1,92,"D"
"59153","Weighted mode",18,0.474975703008222,0.0363066495442388,2.65602249262287e-10,1,92,"D"
"exposure19153","mvmr",50,0.413735340621533,0.0182575865647289,2.9630891535632e-29,1,92,"D"
"exposure29153","mvmr",50,0.410818654521509,0.175516212696764,0.0229747563089379,2,92,"D"
"19233","MR Egger",18,0.284899677787449,0.0385681043825569,1.53554384832078e-06,1,93,"D"
"29233","Weighted median",18,0.311046877180127,0.0272465820486053,3.47894827758052e-30,1,93,"D"
"39233","Inverse variance weighted",18,0.352871074391051,0.0181282038825314,2.16190621190266e-84,1,93,"D"
"49233","Simple mode",18,0.309367677148751,0.0470443083495431,4.71204199402883e-06,1,93,"D"
"59233","Weighted mode",18,0.308170900883797,0.0332175137589547,4.59483046683333e-08,1,93,"D"
"exposure19233","mvmr",50,0.367009106911605,0.0205750259701821,2.696281244178e-24,1,93,"D"
"exposure29233","mvmr",50,0.205089562893895,0.181320475429549,0.263016152826845,2,93,"D"
"19333","MR Egger",21,-0.017453830037701,0.137810779883592,0.90054757543541,1,94,"D"
"29333","Weighted median",21,0.366526619627276,0.0249826438184087,9.85129771535519e-49,1,94,"D"
"39333","Inverse variance weighted",21,0.400453381322593,0.0212870991106278,6.01970915222642e-79,1,94,"D"
"49333","Simple mode",21,0.347263272283337,0.0425046579076677,8.41049325360188e-08,1,94,"D"
"59333","Weighted mode",21,0.351861231095132,0.0381275921868536,1.19905281157589e-08,1,94,"D"
"exposure19333","mvmr",50,0.385751239319704,0.0185836679944523,2.094211466198e-27,1,94,"D"
"exposure29333","mvmr",50,-0.0522199762387442,0.167567765864624,0.756517975887449,2,94,"D"
"19433","MR Egger",16,0.252004715525084,0.0236821309063056,4.30348041628189e-08,1,95,"D"
"29433","Weighted median",16,0.267656816402823,0.024091846999473,1.12347553628293e-28,1,95,"D"
"39433","Inverse variance weighted",16,0.319091963716682,0.0198833706596772,5.88625321609195e-58,1,95,"D"
"49433","Simple mode",16,0.384128139390172,0.0642318505144159,2.52067462307057e-05,1,95,"D"
"59433","Weighted mode",16,0.261257365710527,0.0239019223970166,1.53143018297619e-08,1,95,"D"
"exposure19433","mvmr",50,0.376061624353667,0.0189351272375008,1.73435520635063e-26,1,95,"D"
"exposure29433","mvmr",50,0.696691082892729,0.182005554071555,0.000338042572476101,2,95,"D"
"19533","MR Egger",15,0.35358147689839,0.196676279920596,0.0954648699443517,1,96,"D"
"29533","Weighted median",15,0.376520122340791,0.0318284500619514,2.74211406390993e-32,1,96,"D"
"39533","Inverse variance weighted",15,0.406471131124494,0.0200782953099795,3.98769691609887e-91,1,96,"D"
"49533","Simple mode",15,0.378320123448176,0.0589655087308985,1.61115312491131e-05,1,96,"D"
"59533","Weighted mode",15,0.376019451988268,0.052117060864349,4.46030472529651e-06,1,96,"D"
"exposure19533","mvmr",50,0.39559448872438,0.0160833269843337,5.2059451997865e-31,1,96,"D"
"exposure29533","mvmr",50,0.500367223834994,0.142820726886546,0.000931017529666554,2,96,"D"
"19633","MR Egger",19,0.255345791262891,0.03192208487089,3.65594913670204e-07,1,97,"D"
"29633","Weighted median",19,0.366805568796897,0.0260419209937353,4.68355673581712e-45,1,97,"D"
"39633","Inverse variance weighted",19,0.366648035376505,0.0201353871266223,4.36772334127975e-74,1,97,"D"
"49633","Simple mode",19,0.415721225718547,0.0452167000907559,3.20259276450634e-08,1,97,"D"
"59633","Weighted mode",19,0.409249880403857,0.037186299999423,2.00525685600345e-09,1,97,"D"
"exposure19633","mvmr",50,0.39397865502491,0.0163837064566351,1.59549897266384e-30,1,97,"D"
"exposure29633","mvmr",50,0.513046103398412,0.154285638181519,0.00159253286976738,2,97,"D"
"19733","MR Egger",20,0.553424254654542,0.0694678929594605,2.60095879747173e-07,1,98,"D"
"29733","Weighted median",20,0.386987608744261,0.0240967416602755,4.88528695669712e-58,1,98,"D"
"39733","Inverse variance weighted",20,0.400215559976988,0.0223944083072913,1.97599017087484e-71,1,98,"D"
"49733","Simple mode",20,0.389621505487306,0.0465923714841153,8.62651758930286e-08,1,98,"D"
"59733","Weighted mode",20,0.379050113795105,0.0455216438986966,9.20010044428025e-08,1,98,"D"
"exposure19733","mvmr",50,0.384994557263261,0.0162598271786642,3.42762295385477e-30,1,98,"D"
"exposure29733","mvmr",50,0.575183603876972,0.168888202290373,0.00125217112025265,2,98,"D"
"19833","MR Egger",21,0.17383017821294,0.0283930738250174,6.93306051510651e-06,1,99,"D"
"29833","Weighted median",21,0.252334987425805,0.0272503778031086,2.04679046784015e-20,1,99,"D"
"39833","Inverse variance weighted",21,0.317644978396447,0.0289743799848128,5.75843219976844e-28,1,99,"D"
"49833","Simple mode",21,0.276645555956868,0.0650685785150322,0.000390638837444858,1,99,"D"
"59833","Weighted mode",21,0.220710680983409,0.0220328688935296,3.0729286859761e-09,1,99,"D"
"exposure19833","mvmr",50,0.373611995429005,0.0218283778068076,1.80450260319998e-23,1,99,"D"
"exposure29833","mvmr",50,0.862011587804067,0.206947309463123,0.000112769176663781,2,99,"D"
"19933","MR Egger",18,-0.0621526932437025,0.106589800270516,0.567953369529263,1,100,"D"
"29933","Weighted median",18,0.357128506331777,0.025622964943386,3.73117455298778e-44,1,100,"D"
"39933","Inverse variance weighted",18,0.388087573444065,0.0188748032733205,6.11719546833249e-94,1,100,"D"
"49933","Simple mode",18,0.364532492613923,0.0425911875651444,1.43820876139979e-07,1,100,"D"
"59933","Weighted mode",18,0.336937865725362,0.0427513158883759,4.47079046435947e-07,1,100,"D"
"exposure19933","mvmr",50,0.380311060558889,0.0158557034945784,1.80989280153374e-30,1,100,"D"
"exposure29933","mvmr",50,1.3566288584678,0.155679432091473,7.0593120596217e-12,2,100,"D"
"1128","MR Egger",21,-0.170872333424342,0.0183896193822539,1.69522233267104e-08,1,1,"A"
"2128","Weighted median",21,0.000614742881285226,0.00975125331002373,0.949732702782782,1,1,"A"
"3128","Inverse variance weighted",21,-0.0425953115346116,0.0188882354873535,0.02412555200845,1,1,"A"
"4128","Simple mode",21,-0.00122086497707921,0.0146457742725743,0.934394367619944,1,1,"A"
"5128","Weighted mode",21,0.0023552463155026,0.0140587419052553,0.868636250958446,1,1,"A"
"exposure1128","mvmr",50,0.00319472009806288,0.00702418950297947,0.651064208357336,1,1,"A"
"exposure2128","mvmr",50,1.22394699654843,0.100232918631573,3.66446716690316e-17,2,1,"A"
"1129","MR Egger",21,0.125374770202596,0.108333517067316,0.261491119168626,1,2,"A"
"2129","Weighted median",21,0.007020425671609,0.0118745107791971,0.554374298370694,1,2,"A"
"3129","Inverse variance weighted",21,0.00540138832228074,0.00953082569001941,0.570898813259003,1,2,"A"
"4129","Simple mode",21,0.00500171387450196,0.0210681082983315,0.814756157236865,1,2,"A"
"5129","Weighted mode",21,0.00358671921460968,0.0204934576910239,0.862825367657658,1,2,"A"
"exposure1129","mvmr",50,0.00504031133455138,0.010787361178,0.642206515057578,1,2,"A"
"exposure2129","mvmr",50,1.14065694544522,0.108149527290278,1.00344663176647e-14,2,2,"A"
"1227","MR Egger",20,-0.237546591518768,0.0329043447446098,1.02430740851824e-06,1,3,"A"
"2227","Weighted median",20,0.0129471927903009,0.0117227615139947,0.269398394479229,1,3,"A"
"3227","Inverse variance weighted",20,-0.0299506764997967,0.0239141495367454,0.210415075411954,1,3,"A"
"4227","Simple mode",20,0.0224115799244317,0.0205499883752537,0.289092214904815,1,3,"A"
"5227","Weighted mode",20,0.0185348736959952,0.0179344501921634,0.314356068694221,1,3,"A"
"exposure1227","mvmr",50,0.00794764966601266,0.00802225496666136,0.32625057797319,1,3,"A"
"exposure2227","mvmr",50,1.14430187831048,0.0996889170881925,4.14992064187667e-16,2,3,"A"
"1327","MR Egger",19,0.279582782741064,0.0308118271675908,6.30836618622265e-08,1,4,"A"
"2327","Weighted median",19,0.00578004838429177,0.01349687831827,0.668468564676149,1,4,"A"
"3327","Inverse variance weighted",19,0.0538182835992879,0.0261656173013017,0.0397023717651057,1,4,"A"
"4327","Simple mode",19,-0.00445628755792268,0.0217783757095056,0.840165081412064,1,4,"A"
"5327","Weighted mode",19,-0.00348289198255239,0.0198224443971933,0.862487661299419,1,4,"A"
"exposure1327","mvmr",50,0.00680326283510782,0.00950333324386507,0.477148741456743,1,4,"A"
"exposure2327","mvmr",50,1.00166649121352,0.0975701110975757,2.67680534494279e-14,2,4,"A"
"1427","MR Egger",18,-0.133568451132226,0.0102814834429197,6.46258688759649e-10,1,5,"A"
"2427","Weighted median",18,-0.0516042193096274,0.0180919224880865,0.00433993701291322,1,5,"A"
"3427","Inverse variance weighted",18,-0.0676431851298081,0.0170425809680179,7.21538933734468e-05,1,5,"A"
"4427","Simple mode",18,0.0147493937207933,0.0215583327428052,0.503093470330493,1,5,"A"
"5427","Weighted mode",18,-0.132046798480373,0.010297073459278,3.62063861819454e-10,1,5,"A"
"exposure1427","mvmr",50,-0.00701268173014298,0.0084042969355175,0.407722726989535,1,5,"A"
"exposure2427","mvmr",50,1.10327341207323,0.115554085730399,3.42911917627786e-13,2,5,"A"
"1527","MR Egger",19,0.00632562314648149,0.0552678691845491,0.910218917793058,1,6,"A"
"2527","Weighted median",19,-0.000795366437014581,0.0099485762468316,0.936278800312203,1,6,"A"
"3527","Inverse variance weighted",19,0.00129065609943808,0.00747955038324317,0.862998884059361,1,6,"A"
"4527","Simple mode",19,-0.0110351539919233,0.0187563194711696,0.563612099394732,1,6,"A"
"5527","Weighted mode",19,-0.00788357600957591,0.0175859991498923,0.659295319547703,1,6,"A"
"exposure1527","mvmr",50,0.00182240618182627,0.00684845507524414,0.791171990032316,1,6,"A"
"exposure2527","mvmr",50,1.00365911340791,0.0890654025049877,8.42717568647559e-16,2,6,"A"
"1627","MR Egger",17,-0.0849320968995023,0.104128622524807,0.4274651483273,1,7,"A"
"2627","Weighted median",17,0.0215405778787268,0.0128518868057086,0.0937257628770135,1,7,"A"
"3627","Inverse variance weighted",17,0.0161080138813488,0.0112226738545075,0.151198833443051,1,7,"A"
"4627","Simple mode",17,0.0256201807511196,0.0256182496902968,0.33215961809791,1,7,"A"
"5627","Weighted mode",17,0.0242511751661189,0.0235034496101543,0.317505064857818,1,7,"A"
"exposure1627","mvmr",50,0.0141425793737047,0.00976827906171212,0.153452444578069,1,7,"A"
"exposure2627","mvmr",50,1.07018021238904,0.0973454992810042,2.15047231615388e-15,2,7,"A"
"1727","MR Egger",20,0.142529981743906,0.0112196902430409,2.00596204714129e-10,1,8,"A"
"2727","Weighted median",20,0.0447074651932948,0.0140087752535603,0.00141590016889638,1,8,"A"
"3727","Inverse variance weighted",20,0.0656714131829849,0.0163910888842093,6.16169230266114e-05,1,8,"A"
"4727","Simple mode",20,0.0157805626346502,0.0196327257316357,0.431461095374475,1,8,"A"
"5727","Weighted mode",20,0.140331630526574,0.0113730678100084,1.61629842854829e-10,1,8,"A"
"exposure1727","mvmr",50,0.0142325495334974,0.00830955745666636,0.0924876754111767,1,8,"A"
"exposure2727","mvmr",50,1.05541311688677,0.115641847062723,1.56810708140494e-12,2,8,"A"
"1827","MR Egger",13,-0.14806397119441,0.0135342563301035,2.99172360030066e-07,1,9,"A"
"2827","Weighted median",13,-0.126548319121819,0.0280569734572695,6.47039109587106e-06,1,9,"A"
"3827","Inverse variance weighted",13,-0.0851787282627869,0.022434359816048,0.000146577244582305,1,9,"A"
"4827","Simple mode",13,0.0168390772552537,0.0225552537604755,0.469697849602625,1,9,"A"
"5827","Weighted mode",13,-0.145337383859784,0.012600520683901,7.50740866602345e-08,1,9,"A"
"exposure1827","mvmr",50,-0.00890793376131172,0.00883352222300821,0.31774849537851,1,9,"A"
"exposure2827","mvmr",50,1.09522018919024,0.110141604186859,8.34688127063023e-14,2,9,"A"
"1927","MR Egger",19,0.510117169921639,0.115383218153282,0.000373898208802751,1,10,"A"
"2927","Weighted median",19,0.0246942968404921,0.011685595434776,0.0345814820808776,1,10,"A"
"3927","Inverse variance weighted",19,0.0390199454389384,0.0300098040527285,0.19351874999771,1,10,"A"
"4927","Simple mode",19,0.0207969795708694,0.0180136852902916,0.263389208046966,1,10,"A"
"5927","Weighted mode",19,0.0259674503405346,0.0176354979939914,0.158168742139047,1,10,"A"
"exposure1927","mvmr",50,0.0203356294786036,0.00854762753473295,0.0209194000182361,1,10,"A"
"exposure2927","mvmr",50,1.11063695362524,0.088729279376738,1.35603376358219e-17,2,10,"A"
"11014","MR Egger",16,0.461381430517579,0.0665323763891218,6.93024196064851e-06,1,11,"A"
"21014","Weighted median",16,0.0290835555542855,0.0143471185650969,0.0426485416340665,1,11,"A"
"31014","Inverse variance weighted",16,0.061163050315524,0.0353422149049932,0.0835240750509312,1,11,"A"
"41014","Simple mode",16,0.0238979607888523,0.0219281679904665,0.292987315504108,1,11,"A"
"51014","Weighted mode",16,0.0238979607888523,0.0197604336120634,0.245232175726315,1,11,"A"
"exposure11014","mvmr",50,0.0241079973385187,0.0105329956071516,0.026028319237686,1,11,"A"
"exposure21014","mvmr",50,1.09730149303562,0.101873560847615,4.61720861333069e-15,2,11,"A"
"11114","MR Egger",19,-0.136342506260891,0.011902624756348,2.0424442704119e-09,1,12,"A"
"21114","Weighted median",19,-0.0350855733920447,0.01225070583585,0.0041837632284874,1,12,"A"
"31114","Inverse variance weighted",19,-0.0595983290905824,0.0159386140771201,0.000184576255641953,1,12,"A"
"41114","Simple mode",19,0.0020021069325343,0.0203896394973996,0.922864737674778,1,12,"A"
"51114","Weighted mode",19,-0.133718390772925,0.0168808983279657,2.82051581674178e-07,1,12,"A"
"exposure11114","mvmr",50,-0.0105383209806573,0.00736406965864129,0.158179102818938,1,12,"A"
"exposure21114","mvmr",50,1.04677823860238,0.105000180359932,7.6240942397766e-14,2,12,"A"
"11210","MR Egger",20,-0.584733354617023,0.0695806510838885,1.20719788411076e-07,1,13,"A"
"21210","Weighted median",20,-0.0190383138879447,0.0169049229809525,0.260081133204165,1,13,"A"
"31210","Inverse variance weighted",20,-0.0572905410147349,0.0387777528763014,0.139566450191875,1,13,"A"
"41210","Simple mode",20,-0.0228299863047206,0.0285756657771216,0.434204520379008,1,13,"A"
"51210","Weighted mode",20,-0.019596729957332,0.0286975213365821,0.502929938691861,1,13,"A"
"exposure11210","mvmr",50,-0.00581379762755185,0.0136978193628279,0.672936788563003,1,13,"A"
"exposure21210","mvmr",50,1.14285324141671,0.106264937619133,4.88693097400338e-15,2,13,"A"
"1137","MR Egger",17,-0.0933310102389615,0.00848212554711582,1.40066594510168e-08,1,14,"A"
"2137","Weighted median",17,-0.0762071142963339,0.0101810034763834,7.14239949198698e-14,1,14,"A"
"3137","Inverse variance weighted",17,-0.0519017957167208,0.0154340647986971,0.000771540203137426,1,14,"A"
"4137","Simple mode",17,0.0331585992100585,0.0240124279412947,0.186296769459182,1,14,"A"
"5137","Weighted mode",17,-0.0891184745490007,0.0072949824580272,1.58739754763139e-09,1,14,"A"
"exposure1137","mvmr",50,0.0124845370531458,0.00999083836133043,0.216835300208001,1,14,"A"
"exposure2137","mvmr",50,1.20677980398121,0.15740586813004,3.41157526136604e-10,2,14,"A"
"1147","MR Egger",19,-0.0882898503419667,0.103659340336379,0.406202441965895,1,15,"A"
"2147","Weighted median",19,0.0177229380360746,0.0146257115536381,0.225602017741634,1,15,"A"
"3147","Inverse variance weighted",19,6.86878765825417e-05,0.0106166992974516,0.994837885828148,1,15,"A"
"4147","Simple mode",19,0.0224666922466598,0.0250411132919037,0.381459905553177,1,15,"A"
"5147","Weighted mode",19,0.0234931709669089,0.0216192781331712,0.291518055423427,1,15,"A"
"exposure1147","mvmr",50,-0.00525065334721244,0.0105137835326858,0.619521661661012,1,15,"A"
"exposure2147","mvmr",50,0.981711352994715,0.0928064840259328,9.00953981654326e-15,2,15,"A"
"1157","MR Egger",21,-0.234416458677019,0.0207712781621641,7.25297153837864e-10,1,16,"A"
"2157","Weighted median",21,0.0030857057118017,0.0124846932671068,0.804785087014262,1,16,"A"
